# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2024-07-23 00:29:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 77866
# output
#   file = /home/rahul/Academics/prob_prog/stan/bernoulli/outputs/bernoulli-20240722202941_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=bernoulli.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-15.1737,0.999866,0.971993,2,3,0,15.2445,0.490008
-14.9092,1,0.971993,2,3,0,15.1195,0.385521
-14.8936,0.973733,0.971993,2,3,0,15.089,0.423986
-14.893,1,0.971993,1,1,0,14.8956,0.423564
-14.9762,0.990328,0.971993,2,3,0,14.9776,0.364586
-14.9762,0.765908,0.971993,1,3,0,16.1654,0.364586
-16.7344,0.771199,0.971993,2,3,0,17.1872,0.225175
-16.2947,1,0.971993,2,3,0,16.8292,0.245888
-15.3908,1,0.971993,1,1,0,16.1123,0.307454
-15.3908,0.874172,0.971993,1,1,0,15.9252,0.307454
-15.1472,1,0.971993,1,1,0,15.3539,0.334863
-15.1472,0.502293,0.971993,1,3,0,18.4394,0.334863
-15.0283,1,0.971993,1,1,0,15.1319,0.35368
-14.8977,0.87162,0.971993,2,3,0,15.977,0.426815
-15.1987,0.913211,0.971993,1,3,0,15.3868,0.328172
-15.4262,0.865243,0.971993,1,3,0,16.3434,0.519921
-15.5418,0.990582,0.971993,2,3,0,15.6498,0.531172
-15.5418,0.915372,0.971993,1,1,0,15.904,0.531172
-15.5418,0.657145,0.971993,1,1,0,16.8485,0.531172
-15.4617,0.887471,0.971993,2,3,0,16.8026,0.523505
-14.9354,1,0.971993,2,3,0,15.355,0.375677
-14.8958,0.940929,0.971993,2,3,0,15.3435,0.42553
-15.02,0.960729,0.971993,1,3,0,15.1187,0.355244
-15.2632,0.947031,0.971993,1,1,0,15.2644,0.320598
-16.8675,0.791343,0.971993,1,3,0,16.9219,0.219575
-14.983,0.991507,0.971993,2,3,0,16.9049,0.362992
-15.8977,0.854765,0.971993,2,3,0,16.2886,0.268562
-15.2597,0.950063,0.971993,2,3,0,16.5018,0.320988
-15.2544,0.907173,0.971993,1,3,0,16.1525,0.500645
-14.9158,1,0.971993,1,3,0,15.1881,0.435876
-15.1082,0.978758,0.971993,2,3,0,15.109,0.340416
-14.953,0.973765,0.971993,1,3,0,15.3447,0.448468
-14.9381,1,0.971993,1,1,0,14.9593,0.44396
-15.4884,0.896542,0.971993,1,3,0,15.5144,0.526111
-15.6075,0.970934,0.971993,1,1,0,15.7299,0.537117
-15.3951,1,0.971993,1,1,0,15.6373,0.516694
-15.0156,1,0.971993,2,3,0,15.301,0.46353
-16.0333,0.822969,0.971993,1,3,0,16.0659,0.570184
-14.8851,0.995965,0.971993,2,3,0,16.0604,0.414924
-15.1957,0.949014,0.971993,2,3,0,15.2903,0.493048
-15.2754,0.980397,0.971993,1,1,0,15.3348,0.503214
-15.2754,0.862978,0.971993,1,1,0,15.7385,0.503214
-15.3876,0.892225,0.971993,2,3,0,16.311,0.515896
-15.1553,1,0.971993,1,1,0,15.3566,0.487391
-14.9347,0.975434,0.971993,2,3,0,15.3567,0.375888
-15.5385,0.935691,0.971993,2,3,0,15.5643,0.530863
-14.9059,1,0.971993,2,3,0,15.4443,0.387053
-15.0944,0.964923,0.971993,1,3,0,15.1044,0.342494
-15.2838,0.959093,0.971993,1,1,0,15.2978,0.318326
-15.0428,0.922484,0.971993,2,3,0,16.0282,0.468906
-15.0381,1,0.971993,1,1,0,15.0784,0.468004
-15.0212,1,0.971993,1,1,0,15.0636,0.464668
-15.3983,0.84905,0.971993,1,3,0,16.0102,0.306747
-14.8874,1,0.971993,2,3,0,15.3269,0.418225
-14.8847,1,0.971993,2,3,0,14.8867,0.414183
-14.9117,0.992175,0.971993,1,3,0,14.9273,0.384391
-14.913,0.992525,0.971993,1,3,0,14.9814,0.434674
-14.9437,0.981901,0.971993,1,3,0,15.0378,0.373129
-14.9336,0.986454,0.971993,1,3,0,15.0691,0.442476
-14.8993,1,0.971993,1,1,0,14.9253,0.427775
-14.8993,0.800926,0.971993,1,3,0,15.7811,0.427775
-14.891,0.80379,0.971993,2,3,0,16.3015,0.396341
-15.5735,0.852599,0.971993,1,3,0,15.7242,0.29156
-15.5773,0.99922,0.971993,1,1,0,15.7273,0.291257
-14.9701,0.995384,0.971993,1,3,0,15.4713,0.366056
-15.0036,0.99744,0.971993,2,3,0,15.0164,0.358529
-15.0045,0.999842,0.971993,2,7,0,15.0046,0.461172
-14.9325,0.980273,0.971993,1,3,0,15.1553,0.376594
-14.9451,0.985212,0.971993,2,3,0,15.0719,0.446155
-14.9451,0.850437,0.971993,1,3,0,15.5917,0.446155
-15.6173,0.918185,0.971993,2,3,0,15.6275,0.288132
-15.6232,0.869976,0.971993,1,3,0,17.4001,0.538495
-15.6232,0.858558,0.971993,1,1,0,16.166,0.538495
-14.9772,0.938484,0.971993,1,3,0,16.0471,0.364333
-15.0301,0.960183,0.971993,1,3,0,15.2927,0.466447
-14.9252,0.980595,0.971993,1,3,0,15.1729,0.379116
-14.9091,0.992137,0.971993,1,3,0,14.9948,0.432916
-14.9174,0.99798,0.971993,1,1,0,14.9218,0.436525
-14.9108,0.972809,0.971993,2,3,0,15.1123,0.384814
-14.9681,0.986678,0.971993,1,1,0,14.9682,0.366533
-14.8836,0.999191,0.971993,1,3,0,14.9737,0.409589
-14.9956,0.972294,0.971993,1,3,0,15.03,0.360217
-15.1604,0.952245,0.971993,2,3,0,15.4278,0.333089
-14.954,0.999433,0.971993,2,7,0,15.1123,0.448765
-14.8982,1,0.971993,2,3,0,14.9406,0.39127
-15.131,0.933669,0.971993,1,3,0,15.2756,0.483783
-14.9172,0.978263,0.971993,1,3,0,15.2799,0.382108
-14.9179,0.99126,0.971993,1,3,0,14.999,0.436727
-14.8899,1,0.971993,1,3,0,14.9114,0.42092
-15.0293,0.973182,0.971993,2,3,0,15.0974,0.466298
-15.0293,0.602041,0.971993,1,3,0,17.3217,0.466298
-15.2457,0.947736,0.971993,1,1,0,15.2517,0.499561
-14.9341,1,0.971993,1,3,0,15.1754,0.442654
-14.8974,1,0.971993,1,1,0,14.9251,0.426567
-14.8972,1,0.971993,1,1,0,14.9006,0.426468
-14.9131,0.996128,0.971993,1,1,0,14.914,0.434723
-15.1005,0.965704,0.971993,1,3,0,15.1048,0.478988
-15.7262,0.856112,0.971993,1,1,0,15.7262,0.547184
-14.9039,0.969954,0.971993,1,3,0,15.9092,0.388101
-15.0205,0.961382,0.971993,1,3,0,15.1344,0.464527
-15.6047,0.857696,0.971993,2,3,0,16.2091,0.536867
-14.9214,0.973146,0.971993,2,3,0,15.8014,0.438109
-14.9609,0.976715,0.971993,1,3,0,15.0822,0.368369
-14.9424,1,0.971993,2,3,0,14.9662,0.373514
-14.8855,0.999718,0.971993,1,3,0,14.9362,0.402595
-15.1524,0.939357,0.971993,1,3,0,15.2112,0.334162
-14.9076,1,0.971993,2,3,0,15.0986,0.432211
-14.9036,0.993563,0.971993,2,3,0,14.9642,0.388236
-15.0467,0.97083,0.971993,2,3,0,15.1374,0.350322
-15.6291,0.809776,0.971993,1,3,0,16.3646,0.539005
-14.9017,0.981946,0.971993,2,3,0,15.7551,0.429169
-14.9956,0.870251,0.971993,2,3,0,15.7512,0.360213
-14.9856,0.974648,0.971993,1,3,0,15.2456,0.456907
-14.9179,1,0.971993,2,3,0,14.9695,0.436734
-15.1515,0.973512,0.971993,2,3,0,15.1531,0.334276
-15.2756,0.973207,0.971993,1,1,0,15.3092,0.31922
-14.9365,0.972339,0.971993,2,3,0,15.5266,0.443448
-14.9675,0.972218,0.971993,2,3,0,15.1443,0.366685
-15.0057,0.997089,0.971993,2,3,0,15.0171,0.358104
-15.7517,0.878495,0.971993,1,3,0,15.7848,0.278276
-16.2981,0.899816,0.971993,1,1,0,16.3656,0.245714
-15.5249,1,0.971993,1,1,0,16.1588,0.295526
-15.3138,0.890742,0.971993,1,3,0,16.6829,0.507737
-15.3909,0.863276,0.971993,1,3,0,16.5272,0.307449
-16.5207,0.900037,0.971993,2,7,0,16.5341,0.600658
-16.606,0.979921,0.971993,1,1,0,16.9855,0.605439
-16.4006,0.570073,0.971993,1,3,0,20.673,0.240545
-14.8894,0.960883,0.971993,1,3,0,16.6869,0.420414
-15.0229,0.982675,0.971993,2,3,0,15.0303,0.35469
-14.9879,0.963455,0.971993,2,7,0,15.2923,0.457446
-15.7198,0.870805,0.971993,1,3,0,15.7395,0.54666
-16.6713,0.793503,0.971993,1,1,0,16.7267,0.609015
-16.6179,1,0.971993,2,7,0,16.635,0.230311
-14.9063,1,0.971993,2,3,0,16.3086,0.431562
-14.8958,0.995675,0.971993,1,3,0,14.941,0.392754
-16.1766,0.839624,0.971993,2,3,0,16.3671,0.579775
-16.3228,0.654876,0.971993,1,3,0,19.8111,0.244446
-15.4677,1,0.971993,1,1,0,16.1572,0.30042
-15.2345,1,0.971993,1,1,0,15.4494,0.323868
-15.4505,0.954779,0.971993,1,1,0,15.4846,0.301945
-14.9544,0.996492,0.971993,1,3,0,15.3618,0.370103
-14.9746,0.85363,0.971993,2,3,0,16.0858,0.454223
-14.9213,1,0.971993,1,1,0,14.9631,0.43807
-14.8907,1,0.971993,2,3,0,14.914,0.396644
-16.5558,0.784015,0.971993,2,3,0,16.7947,0.233145
-15.6922,1,0.971993,1,1,0,16.4125,0.282522
-15.9579,0.948767,0.971993,1,1,0,16.066,0.264805
-15.3382,1,0.971993,1,1,0,15.838,0.312617
-15.6337,0.94002,0.971993,1,1,0,15.6737,0.286872
-15.3476,1,0.971993,2,3,0,15.6169,0.311674
-15.294,1,0.971993,1,1,0,15.4142,0.317218
-14.9632,0.963982,0.971993,1,3,0,15.6199,0.451297
-17.1271,0.622754,0.971993,1,3,0,17.3649,0.632075
-16.504,1,0.971993,1,1,0,17.2402,0.599702
-19.9285,0.820567,0.971993,2,3,0,19.9332,0.732076
-14.965,1,0.971993,2,3,0,19.2309,0.367315
-14.9142,0.99222,0.971993,2,3,0,15.0356,0.383323
-15.3729,0.873112,0.971993,1,3,0,15.6625,0.514322
-15.9747,0.861819,0.971993,1,1,0,16.0043,0.566069
-14.9015,0.979767,0.971993,2,3,0,16.1136,0.429059
-15.3966,0.935487,0.971993,2,3,0,15.4217,0.306909
-15.3835,1,0.971993,1,1,0,15.5015,0.308155
-14.892,0.99654,0.971993,1,3,0,15.3607,0.39555
-15.2658,0.920056,0.971993,1,3,0,15.3295,0.320303
-14.886,0.997511,0.971993,1,3,0,15.2625,0.401816
-14.8851,0.99952,0.971993,1,3,0,14.89,0.414823
-15.0225,0.792289,0.971993,2,3,0,16.3101,0.354768
-15.0008,1,0.971993,2,3,0,15.0395,0.359102
-14.9036,0.989538,0.971993,1,3,0,15.0851,0.430153
-14.962,0.976367,0.971993,1,3,0,15.0494,0.368077
-15.5036,0.902906,0.971993,2,3,0,15.8,0.297325
-16.3402,0.846701,0.971993,1,1,0,16.3488,0.243563
-14.9066,1,0.971993,2,3,0,16.0813,0.431706
-16.6658,0.666398,0.971993,1,3,0,16.9489,0.608716
-14.895,0.990904,0.971993,1,3,0,16.56,0.425003
-15.5667,0.824532,0.971993,1,3,0,15.9062,0.292108
-16.5453,0.825571,0.971993,1,1,0,16.5512,0.233631
-15.5971,1,0.971993,2,3,0,16.3696,0.289697
-15.4478,0.861116,0.971993,1,3,0,17.0483,0.522112
-15.0947,1,0.971993,2,3,0,15.3666,0.478045
-14.8862,1,0.971993,2,3,0,15.0723,0.401467
-14.9548,0.985428,0.971993,1,3,0,14.9632,0.369976
-15.1777,0.918867,0.971993,1,3,0,15.4837,0.490565
-15.1665,1,0.971993,1,1,0,15.242,0.488999
-14.9533,1,0.971993,2,7,0,15.116,0.370395
-14.9835,0.791806,0.971993,2,3,0,16.6119,0.4564
-17.213,0.669066,0.971993,2,3,0,18.2266,0.636099
-16.013,1,0.971993,1,1,0,17.006,0.568774
-15.2896,1,0.971993,1,1,0,15.8441,0.504911
-15.0804,1,0.971993,1,1,0,15.2525,0.475645
-15.1131,0.947272,0.971993,2,3,0,15.5676,0.481001
-15.4042,0.93023,0.971993,1,1,0,15.4174,0.517649
-16.2619,0.809542,0.971993,1,1,0,16.2781,0.585212
-16.2228,1,0.971993,1,1,0,16.5722,0.582742
-16.4491,0.947001,0.971993,1,1,0,16.7248,0.596529
-15.2523,0.831035,0.971993,1,3,0,17.8171,0.321824
-15.1002,1,0.971993,1,1,0,15.2383,0.341618
-14.9157,0.982486,0.971993,1,3,0,15.2446,0.435828
-15.195,0.754941,0.971993,2,3,0,16.6013,0.328631
-15.8164,0.87643,0.971993,1,1,0,15.8166,0.273862
-15.5099,1,0.971993,1,1,0,15.8218,0.296787
-16.2307,0.86608,0.971993,1,1,0,16.2474,0.249243
-16.2307,0.870453,0.971993,1,1,0,16.9699,0.249243
-14.8843,1,0.971993,2,3,0,16.0525,0.413229
-14.9056,0.993917,0.971993,1,3,0,14.9173,0.387212
-14.8908,1,0.971993,2,3,0,14.9022,0.39651
-14.9069,0.996194,0.971993,1,1,0,14.9069,0.386589
-14.95,0.98075,0.971993,1,3,0,15.0345,0.447606
-15.6244,0.874627,0.971993,1,3,0,15.6563,0.538595
-15.9885,0.91437,0.971993,1,1,0,16.098,0.56705
-15.1766,1,0.971993,1,1,0,15.7873,0.49041
-14.8869,0.995526,0.971993,2,3,0,15.207,0.417642
-15.1723,0.924628,0.971993,1,3,0,15.2997,0.331523
-15.2738,0.978077,0.971993,1,1,0,15.3158,0.319416
-15.9957,0.860405,0.971993,1,1,0,15.9963,0.262512
-15.4363,1,0.971993,1,1,0,15.9046,0.303224
-15.9505,0.758775,0.971993,1,3,0,17.6426,0.564341
-15.0098,1,0.971993,2,3,0,15.7494,0.357272
-14.9107,0.999678,0.971993,1,3,0,14.9873,0.384821
-14.9107,0.955636,0.971993,1,3,0,15.1512,0.384821
-15.2868,0.957703,0.971993,2,3,0,15.3057,0.504577
-16.1363,0.93685,0.971993,2,3,0,16.141,0.577137
-16.0696,1,0.971993,1,1,0,16.396,0.572668
-15.0366,0.924564,0.971993,2,3,0,16.7593,0.352142
-15.1878,0.966705,0.971993,1,1,0,15.1969,0.329545
-15.0529,0.955169,0.971993,1,3,0,15.6656,0.470795
-15.0529,0.921067,0.971993,1,1,0,15.3049,0.470795
-14.9359,1,0.971993,1,1,0,15.0245,0.443243
-15.0592,0.961743,0.971993,2,3,0,15.2438,0.471941
-15.2103,0.89364,0.971993,2,7,0,15.7627,0.326751
-17.0402,0.552259,0.971993,1,3,0,18.8601,0.627906
-17.2714,0.94802,0.971993,1,1,0,17.736,0.638787
-16.8952,1,0.971993,2,3,0,17.582,0.620725
-15.0653,1,0.971993,2,3,0,16.5345,0.347141
-15.1348,0.984566,0.971993,1,1,0,15.161,0.336572
-15.2589,0.973123,0.971993,1,1,0,15.2892,0.32108
-14.9005,0.982637,0.971993,1,3,0,15.3937,0.428488
-14.9062,0.993403,0.971993,1,3,0,14.9517,0.386904
-14.9062,0.607962,0.971993,1,3,0,17.0511,0.386904
-14.9521,0.989299,0.971993,1,1,0,14.9523,0.370711
-14.9196,0.9719,0.971993,2,3,0,15.1708,0.437388
-14.9123,0.964333,0.971993,2,3,0,15.17,0.384119
-14.9528,0.980052,0.971993,1,3,0,15.0493,0.448406
-15.1483,0.977406,0.971993,2,7,0,15.1495,0.334709
-14.9622,1,0.971993,1,1,0,15.1059,0.368019
-14.899,0.995033,0.971993,2,3,0,15.0039,0.390746
-14.9036,0.981166,0.971993,2,3,0,15.0343,0.430165
-14.9265,0.965159,0.971993,2,3,0,15.1329,0.378637
-19.5517,0.513595,0.971993,2,3,0,19.928,0.142137
-15.0423,1,0.971993,2,3,0,18.5682,0.468813
-15.0839,0.989743,0.971993,1,1,0,15.1137,0.476244
-16.8485,0.789771,0.971993,2,3,0,16.8534,0.220356
-14.8836,1,0.971993,2,3,0,16.5798,0.409632
-14.922,0.990388,0.971993,1,3,0,14.9339,0.380258
-14.9021,0.975587,0.971993,2,3,0,15.0982,0.42939
-14.8844,0.999104,0.971993,1,3,0,14.9081,0.404864
-14.8868,0.858231,0.971993,2,3,0,15.8719,0.417539
-15.3465,0.882393,0.971993,1,3,0,15.5415,0.311779
-14.8841,0.99261,0.971993,1,3,0,15.3993,0.412565
-14.8836,0.986125,0.971993,2,3,0,14.9718,0.407838
-15.253,0.945639,0.971993,2,3,0,15.3161,0.321748
-14.8898,0.997614,0.971993,1,3,0,15.234,0.397418
-14.9071,0.862705,0.971993,2,3,0,15.8269,0.386499
-15.075,0.969444,0.971993,1,3,0,15.082,0.345556
-14.8886,0.99287,0.971993,1,3,0,15.1267,0.419639
-14.8897,0.610792,0.971993,2,3,0,18.2931,0.42077
-14.9304,0.98624,0.971993,1,3,0,14.9691,0.377296
-14.9146,0.990782,0.971993,1,3,0,15.0132,0.435348
-16.2032,0.792267,0.971993,2,3,0,16.7281,0.581489
-14.8837,1,0.971993,2,3,0,16.1733,0.407426
-14.8838,0.999649,0.971993,2,3,0,14.886,0.411266
-14.904,0.995374,0.971993,1,3,0,14.9077,0.430401
-18.5111,0.420955,0.971993,1,3,0,19.2499,0.688126
-14.8855,1,0.971993,2,3,0,18.3896,0.415684
-14.9017,0.996907,0.971993,1,3,0,14.9023,0.429124
-14.9005,1,0.971993,1,1,0,14.9052,0.428443
-14.8836,0.999905,0.971993,1,3,0,14.9001,0.410183
-14.8839,0.873932,0.971993,2,3,0,15.7472,0.411861
