# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2024-07-23 00:29:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 77866
# output
#   file = /home/rahul/Academics/prob_prog/stan/bernoulli/outputs/bernoulli-20240722202941_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --filename-in-msg=bernoulli.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.07526
# Diagonal elements of inverse mass matrix:
# 0.176501
-14.8836,0.999891,1.07526,1,3,0,14.9472,0.408235
-14.9649,0.983801,1.07526,2,3,0,14.9953,0.451737
-14.8847,0.995859,1.07526,2,3,0,14.99,0.414014
-14.8836,0.893951,1.07526,2,3,0,15.5,0.408588
-15.784,0.790151,1.07526,1,3,0,15.9464,0.551814
-15.1161,1,1.07526,1,1,0,15.6005,0.481483
-15.6092,0.870893,1.07526,1,1,0,15.6193,0.537269
-14.8938,1,1.07526,1,3,0,15.4795,0.424158
-15.5649,0.896261,1.07526,2,3,0,15.6742,0.292257
-15.6685,0.976421,1.07526,1,1,0,15.8111,0.284263
-14.8854,1,1.07526,2,3,0,15.6206,0.415464
-15.1423,0.932145,1.07526,1,3,0,15.2188,0.335536
-15.3352,0.953563,1.07526,1,1,0,15.3663,0.312918
-14.9173,1,1.07526,2,3,0,15.2564,0.436483
-15.5331,0.912462,1.07526,2,3,0,15.5939,0.29485
-15.1878,0.826768,1.07526,2,3,0,17.3314,0.491967
-14.9014,0.973512,1.07526,2,3,0,15.361,0.42899
-15.0652,0.964908,1.07526,1,3,0,15.0681,0.473011
-15.0273,0.965755,1.07526,1,3,0,15.3629,0.353854
-14.949,0.977298,1.07526,2,3,0,15.2192,0.371574
-15.5729,0.877478,1.07526,1,3,0,15.5966,0.291612
-14.9739,0.999995,1.07526,1,3,0,15.4334,0.365116
-14.9033,0.991428,1.07526,1,3,0,15.0269,0.430039
-14.9374,0.980576,1.07526,2,3,0,15.0263,0.443743
-14.9386,0.999682,1.07526,1,1,0,14.9531,0.444113
-14.9386,0.706996,1.07526,1,3,0,16.2916,0.444113
-15.2226,0.966706,1.07526,2,3,0,15.231,0.325277
-16.1418,0.93015,1.07526,2,3,0,16.1493,0.577503
-15.2774,1,1.07526,1,1,0,15.916,0.503454
-15.2967,0.998196,1.07526,2,3,0,15.4025,0.505754
-15.265,0.908204,1.07526,1,3,0,16.0775,0.320396
-16.3004,0.922951,1.07526,2,3,0,16.3087,0.587607
-15.1766,1,1.07526,1,1,0,15.9866,0.49041
-15.0996,1,1.07526,1,1,0,15.2004,0.478842
-15.852,0.749021,1.07526,1,3,0,16.715,0.271507
-14.9676,1,1.07526,2,3,0,15.6649,0.452457
-14.9479,0.919017,1.07526,2,3,0,15.4705,0.371912
-14.9367,1,1.07526,2,3,0,14.9567,0.375247
-15.1415,0.979262,1.07526,2,3,0,15.1471,0.48535
-14.8931,1,1.07526,2,3,0,15.1229,0.394643
-14.9968,0.977851,1.07526,1,3,0,15.0002,0.359953
-15.3115,0.974467,1.07526,2,3,0,15.3118,0.31537
-15.3115,0.62202,1.07526,1,3,0,17.4443,0.31537
-14.8837,0.998746,1.07526,2,3,0,15.3107,0.410451
-14.8836,0.999845,1.07526,2,3,0,14.8845,0.408485
-15.8694,0.768505,1.07526,1,3,0,16.1065,0.270377
-14.9965,0.999626,1.07526,1,3,0,15.6785,0.360028
-15.065,0.982551,1.07526,1,1,0,15.0818,0.347194
-14.9524,0.933046,1.07526,2,3,0,15.5755,0.448296
-15.5971,0.808756,1.07526,1,3,0,16.032,0.289695
-15.6527,0.864841,1.07526,1,3,0,17.0873,0.54104
-15.6527,0.714723,1.07526,1,1,0,16.5961,0.54104
-14.942,0.972149,1.07526,1,3,0,15.8287,0.373638
-16.2035,0.749096,1.07526,1,3,0,16.325,0.250701
-15.961,1,1.07526,2,3,0,16.3473,0.264616
-14.9005,1,1.07526,1,3,0,15.8347,0.389925
-14.9309,0.997312,1.07526,2,3,0,14.9317,0.377127
-14.9309,0.731825,1.07526,1,3,0,16.0691,0.377127
-16.0286,0.727738,1.07526,1,3,0,16.4652,0.569854
-15.2688,1,1.07526,1,1,0,15.8359,0.502418
